umowa_id,numer_umowy,kontrahent_id,data_podpisania,data_rozpoczecia,data_zakonczenia,wartosc,waluta,status,opiekun
840,UM/2025/00840,1070,2025-10-11,2025-10-25,2028-01-06,314480.94,PLN,w przygotowaniu,Ksawery Hamera
841,UM/2023/00841,865,2023-07-20,2023-07-27,2025-04-10,468456.46,PLN,w przygotowaniu,Juliusz Strawa
842,UM/2024/00842,1326,2024-05-15,2024-05-24,2025-07-28,54768.44,PLN,zakończona,Krystian Baumgart
843,UM/2024/00843,577,2024-08-07,2024-08-11,,17270.25,PLN,w przygotowaniu,pan Stefan Stojak
844,UM/2022/00844,1044,2022-04-11,2022-04-21,2025-09-28,386475.3,PLN,w przygotowaniu,Janina Dylik
845,UM/2021/00845,2099,2021-10-07,2021-10-16,2023-01-04,173939.27,PLN,aktywna,Nikodem Nyk
846,UM/2025/00846,1711,2025-04-15,2025-05-03,2028-09-14,477122.34,PLN,aktywna,Piotr Piegza
847,UM/2025/00847,2107,2025-10-17,2025-10-19,2029-03-17,214182.88,PLN,aktywna,Andrzej Dulemba
848,UM/2023/00848,801,2023-08-15,2023-08-18,2025-07-08,460220.23,PLN,zakończona,pan Michał Piekarek
849,UM/2022/00849,1388,2022-12-11,2022-12-14,2025-07-17,100953.87,PLN,w przygotowaniu,Liwia Grys
850,UM/2023/00850,914,2023-12-15,2023-12-28,2024-11-09,233506.95,PLN,zakończona,pan Oliwier Tylec
851,UM/2026/00851,335,2026-04-13,2026-04-26,2028-09-22,51133.05,PLN,aktywna,pani Justyna Sypek
852,UM/2023/00852,988,2023-04-29,2023-05-06,2025-02-12,226884.94,PLN,aktywna,Mikołaj Nabiałek
853,UM/2024/00853,971,2024-03-28,2024-04-09,2028-04-06,235340.42,PLN,aktywna,Krystyna Dziadowicz
854,UM/2024/00854,1982,2024-05-08,2024-05-08,2026-01-19,209384.54,PLN,zakończona,Malwina Korek
855,UM/2022/00855,714,2022-11-22,2022-11-25,2023-08-01,227261.41,PLN,w przygotowaniu,Oliwier Dadej
856,UM/2026/00856,1240,2026-02-16,2026-02-16,2025-11-09,331859.78,PLN,zakończona,Olga Mosur
857,UM/2025/00857,576,2024-12-28,2025-01-16,2027-10-26,213665.86,PLN,aktywna,Aleks Karkocha
858,UM/2026/00858,1118,2026-05-05,2026-05-07,2026-11-20,277751.04,PLN,aktywna,pani Nela Mitek
859,UM/2024/00859,267,2024-12-10,2024-12-29,2026-05-03,378200.19,PLN,aktywna,Hubert Pusz
860,UM/2025/00860,1818,2025-02-15,2025-03-04,2027-07-14,462879.79,PLN,w przygotowaniu,Karol Sulich
861,UM/2024/00861,1578,2024-01-27,2024-02-04,2026-02-05,246208.24,PLN,zakończona,pan Leon Grochowina
862,UM/2021/00862,590,2021-08-01,2021-08-21,2022-07-16,182447.45,PLN,aktywna,Nicole Semenowicz
863,UM/2026/00863,1856,2026-06-13,2026-06-23,2027-05-26,163775.77,PLN,aktywna,Monika Ścibior
864,UM/2023/00864,422,2022-12-25,2023-01-07,2025-06-15,56985.06,PLN,w przygotowaniu,Jędrzej Matejczyk
865,UM/2022/00865,1114,2022-11-13,2022-11-14,2026-02-24,114120.53,PLN,zakończona,pan Olgierd Mroczko
866,UM/2022/00866,1953,2022-03-27,2022-04-06,2024-08-18,141389.47,PLN,zakończona,Róża Kubiaczyk
867,UM/2023/00867,236,2023-11-08,2023-11-26,2027-06-14,147842.03,PLN,zakończona,Wojciech Kiszczak
868,UM/2022/00868,254,2022-03-26,2022-04-14,2024-07-10,176964.42,PLN,aktywna,Bruno Plich
869,UM/2023/00869,894,2023-10-21,2023-11-06,2024-05-29,165714.47,PLN,zakończona,pani Malwina Powązka
870,UM/2022/00870,763,2022-06-10,2022-06-16,2025-07-18,58827.19,PLN,aktywna,Krzysztof Petrus
871,UM/2022/00871,2576,2022-05-08,2022-05-23,2026-02-06,256359.48,PLN,zakończona,pani Malwina Domżał
872,UM/2022/00872,1495,2022-08-23,2022-09-11,2024-12-14,289895.77,PLN,w przygotowaniu,Róża Boruc
873,UM/2024/00873,1677,2024-02-19,2024-02-26,2027-01-05,256610.95,PLN,w przygotowaniu,Jeremi Juroszek
874,UM/2023/00874,607,2023-09-29,2023-10-03,2027-09-08,167718.14,PLN,w przygotowaniu,Rafał Zapadka
875,UM/2025/00875,929,2025-06-05,2025-06-20,2027-03-24,346465.2,PLN,aktywna,pani Bianka Nicewicz
876,UM/2023/00876,724,2023-11-16,2023-12-02,2026-06-08,249164.69,PLN,aktywna,Daniel Omiotek
877,UM/2024/00877,1791,2024-02-12,2024-02-23,2025-01-15,430745.96,PLN,w przygotowaniu,Konrad Bzymek
878,UM/2023/00878,1364,2023-06-13,2023-06-24,2027-01-26,488637.87,PLN,w przygotowaniu,Kalina Młotek
879,UM/2023/00879,196,2023-01-12,2023-01-25,2025-05-20,333073.84,PLN,w przygotowaniu,Róża Furgał
880,UM/2025/00880,2059,2024-12-30,2025-01-03,2027-02-21,303851.31,PLN,w przygotowaniu,pani Ewa Fierek
881,UM/2023/00881,251,2023-10-27,2023-11-15,2025-06-09,287294.25,PLN,zakończona,Olaf Kudłacz
882,UM/2025/00882,1367,2025-06-23,2025-07-03,,347545.8,PLN,zakończona,Cezary Florian
883,UM/2022/00883,838,2022-03-09,2022-03-28,2024-12-26,150302.29,PLN,aktywna,Stanisław Martyn
884,UM/2022/00884,487,2022-01-05,2022-01-13,2024-01-12,80285.4,PLN,aktywna,Kacper Szyndler
885,UM/2023/00885,1270,2023-07-21,2023-07-22,2025-03-19,290317.17,PLN,zakończona,Ada Bidas
886,UM/2026/00886,603,2026-04-04,2026-04-13,2028-09-16,454980.2,PLN,w przygotowaniu,pan Fabian Twardzik
887,UM/2023/00887,1072,2023-07-30,2023-07-31,2026-08-06,155309.59,PLN,zakończona,pani Julita Popielarczyk
888,UM/2022/00888,2476,2022-06-13,2022-06-13,2025-05-31,101328.93,PLN,zakończona,Jakub Szczypek
889,UM/2024/00889,1558,2024-02-16,2024-02-23,2026-10-22,25946.07,PLN,zakończona,Dorota Cydzik
890,UM/2025/00890,1809,2025-12-07,2025-12-25,2029-12-03,406152.59,PLN,zakończona,Oliwier Okraska
891,UM/2023/00891,2,2023-04-22,2023-05-10,2024-01-12,15051.34,PLN,w przygotowaniu,Julianna Ambrożewicz
892,UM/2025/00892,404,2025-03-07,2025-03-26,2027-06-18,425564.3,PLN,aktywna,pani Natasza Mol
893,UM/2024/00893,936,2024-04-08,2024-04-16,2025-06-27,475355.04,PLN,zakończona,Nela Steuer
894,UM/2022/00894,172,2022-02-10,2022-02-18,2024-05-30,60053.42,PLN,w przygotowaniu,Oskar Strzyż
895,UM/2021/00895,205,2021-11-12,2021-11-28,2024-12-14,77317.09,PLN,aktywna,pani Blanka Niewola
896,UM/2022/00896,588,2022-04-23,2022-05-03,2022-11-16,44932.35,PLN,w przygotowaniu,Radosław Podgórny
897,UM/2022/00897,117,2022-09-27,2022-09-27,2026-06-14,90488.96,PLN,w przygotowaniu,pani Olga Czuryło
898,UM/2023/00001,263,2023-07-19,2023-07-21,2024-01-18,152621.34,PLN,zakończona,Klara Kinder
899,UM/2025/00899,723,2025-04-15,2025-05-04,2028-01-31,286522.79,PLN,w przygotowaniu,Ernest Wojnicz
900,UM/2023/00900,1319,2023-06-30,2023-07-04,2025-10-29,121078.29,PLN,w przygotowaniu,Józef Szaj
901,UM/2022/00901,2613,2022-08-03,2022-08-11,2026-04-27,306985.38,PLN,zakończona,Urszula Przewoźnik
902,UM/2023/00902,1200,2023-06-19,2023-06-29,2026-06-06,188995.0,PLN,w przygotowaniu,Kajetan Trznadel
903,UM/2023/00903,559,2023-02-10,2023-02-22,2024-12-23,116713.32,PLN,aktywna,Cyprian Tabisz
904,UM/2026/00904,1260,2026-02-20,2026-03-05,2027-10-19,171982.18,PLN,w przygotowaniu,Tobiasz Misiuk
905,UM/2021/00905,1192,2021-09-30,2021-10-17,2023-03-15,100715.3,PLN,aktywna,Julian Mordak
906,UM/2024/00906,1207,2024-09-08,2024-09-10,2025-09-17,105018.34,PLN,aktywna,Nicole Bienia
907,UM/2023/00907,1662,2023-11-26,2023-12-04,2024-06-11,331079.01,PLN,w przygotowaniu,Marika Mateńko
908,UM/2023/00908,169,2023-01-06,2023-01-12,2026-07-16,183704.03,PLN,w przygotowaniu,Sara Wojak
909,UM/2024/00909,1191,2024-09-21,2024-09-24,2026-05-04,482630.2,PLN,w przygotowaniu,Olaf Mazik
910,UM/2024/00910,797,2024-04-03,2024-04-09,2028-01-09,143068.0,PLN,w przygotowaniu,Ernest Barcz
911,UM/2025/00911,174,2025-03-04,2025-03-18,2026-10-07,56404.28,PLN,w przygotowaniu,pani Apolonia Woronko
912,UM/2026/00912,410,2026-02-01,2026-02-21,2027-03-29,425473.21,PLN,aktywna,Franciszek Litewka
913,UM/2022/00913,70,2022-01-14,2022-01-27,2024-06-19,332910.57,PLN,w przygotowaniu,Witold Polewka
914,UM/2022/00914,275,2022-06-09,2022-06-25,,464378.77,PLN,zakończona,Mikołaj Kiełbik
915,UM/2025/00915,465,2025-02-10,2025-02-12,2029-02-04,331047.08,PLN,aktywna,pani Marika Warczak
916,UM/2024/00916,632,2024-08-03,2024-08-10,2025-03-12,459283.94,PLN,w przygotowaniu,pani Kalina Kuliberda
917,UM/2022/00917,1965,2022-11-28,2022-11-28,2022-08-14,385407.12,PLN,aktywna,Kajetan Pajda
918,UM/2026/00918,1843,2025-12-23,2026-01-11,2028-04-08,441493.37,PLN,aktywna,Leon Jeske
919,UM/2025/00919,1733,2025-12-02,2025-12-11,2028-03-12,135945.51,PLN,aktywna,Ada Reszke
920,UM/2021/00920,776,2021-12-01,2021-12-12,2025-08-03,146698.49,PLN,zakończona,Krzysztof Noculak
921,UM/2025/00921,1601,2025-06-06,2025-06-13,2026-09-24,296324.91,PLN,w przygotowaniu,Natan Zaniewicz
922,UM/2025/00922,666,2025-06-19,2025-06-28,2027-12-08,403818.81,PLN,w przygotowaniu,Karol Hadała
923,UM/2022/00923,2058,2022-06-01,2022-06-09,2023-12-25,483953.35,PLN,aktywna,pani Sandra Zimoląg
924,UM/2021/00924,289,2021-11-02,2021-11-17,2023-05-22,317204.07,PLN,w przygotowaniu,Konrad Sadownik
925,UM/2021/00925,1314,2021-12-24,2021-12-24,2023-09-10,303995.14,PLN,w przygotowaniu,Olgierd Jędra
926,UM/2025/00926,784,2025-02-09,2025-02-28,2025-07-16,337766.74,PLN,zakończona,Sebastian Trybała
927,UM/2022/00927,1542,2022-04-13,2022-05-02,2025-07-02,121523.27,PLN,zakończona,pani Lidia Graś
928,UM/2022/00928,368,2022-11-17,2022-11-17,2026-05-10,192089.9,PLN,w przygotowaniu,pani Nela Kazberuk
929,UM/2024/00929,902,2024-03-27,2024-04-02,2025-10-07,459919.02,PLN,aktywna,Mariusz Fugiel
930,UM/2024/00930,2400,2024-01-13,2024-01-19,2023-12-15,474069.96,PLN,zakończona,pan Ryszard Mejer
931,UM/2024/00931,730,2024-07-24,2024-08-02,2025-02-15,288664.66,PLN,zakończona,pani Aurelia Młocek
932,UM/2024/00932,702,2024-06-17,2024-06-24,,481460.05,zł,zakończona,Tola Domian
933,UM/2024/00933,1357,2024-08-12,2024-08-17,2026-10-22,14582.16,PLN,aktywna,Karol Nocek
934,UM/2025/00934,1492,2025-05-06,2025-05-15,2026-03-30,152065.69,PLN,zakończona,Paweł Polnik
935,UM/2024/00935,2013,2024-08-04,2024-08-23,2026-08-17,71460.95,PLN,zakończona,Damian Wojewodzic
936,UM/2023/00936,1501,2023-01-26,2023-01-29,2023-08-23,399470.48,PLN,w przygotowaniu,Nela Staniaszek
937,UM/2024/00937,58,2024-08-15,2024-08-21,2027-07-01,339582.72,PLN,aktywna,Kamil Fit
938,UM/2022/00938,1852,2022-02-04,2022-02-18,2026-01-12,164774.4,PLN,w przygotowaniu,Karol Kieszek
939,UM/2021/00939,1411,2021-11-03,2021-11-11,2022-11-10,374358.54,zł,w przygotowaniu,pani Ewelina Galon
940,UM/2024/00940,988,2024-11-08,2024-11-26,2028-02-13,38145.56,PLN,aktywna,Elżbieta Łapacz
941,UM/2022/00941,1124,2022-07-15,2022-07-18,2022-10-28,361829.56,PLN,aktywna,Alan Procek
942,UM/2025/00942,538,2025-02-06,2025-02-22,2028-02-13,381207.54,PLN,aktywna,pani Kamila Pizoń
943,UM/2022/00943,1860,2022-05-21,2022-05-26,,298124.2,PLN,zakończona,Antoni Budner
944,UM/2023/00001,469,2023-05-19,2023-05-23,2025-08-21,216227.87,PLN,zakończona,pan Michał Leszczyk
945,UM/2021/00945,229,2021-10-30,2021-11-14,2025-09-22,381553.8,PLN,zakończona,Dorota Koperek
946,UM/2025/00946,867,2025-11-10,2025-11-16,2029-10-17,351271.57,PLN,aktywna,Norbert Dziarmaga
947,UM/2022/00947,424,2022-05-29,2022-06-12,2024-08-24,194175.81,PLN,zakończona,Olga Nagel
948,UM/2026/00948,714,2026-03-27,2026-03-30,2029-06-22,453144.52,PLN,zakończona,Inga Bródka
949,UM/2023/00949,657,2023-02-25,2023-02-28,2025-09-30,426786.95,PLN,aktywna,Marcelina Matela
950,UM/2023/00950,1424,2023-03-18,2023-04-04,,89364.87,PLN,w przygotowaniu,Witold Maligłówka
951,UM/2023/00951,1436,2023-08-02,2023-08-14,2026-02-03,80649.87,PLN,w przygotowaniu,Róża Bartoszczyk
952,UM/2022/00952,1336,2022-06-19,2022-07-08,2026-02-11,17405.94,PLN,w przygotowaniu,pani Anastazja Mierzwiak
953,UM/2024/00953,1217,2024-09-23,2024-09-25,2026-09-07,375602.24,PLN,zakończona,Aurelia Topa
954,UM/2023/00954,1799,2023-07-26,2023-08-08,2025-01-05,423139.65,PLN,zakończona,pani Julianna Halama
955,UM/2025/00955,719,2025-10-17,2025-10-28,2029-03-08,480698.21,zł,zakończona,Melania Żyto
956,UM/2025/00956,1450,2025-10-29,2025-11-15,2028-12-19,214776.96,PLN,zakończona,Patryk Mikosz
957,UM/2024/00957,1711,2024-04-19,2024-05-07,2027-01-16,179692.9,PLN,w przygotowaniu,Stanisław Wydmuch
958,UM/2023/00958,1992,2023-05-16,2023-05-16,2026-05-27,161456.9,PLN,w przygotowaniu,pani Sara Kazek
959,UM/2023/00959,215,2023-10-22,2023-11-03,2026-02-18,232515.59,PLN,w przygotowaniu,pani Anna Maria Biesaga
960,UM/2025/00960,1694,2025-11-16,2025-11-24,2029-05-27,432288.51,PLN,aktywna,Marek Stelmasiak
961,UM/2022/00961,22,2022-02-01,2022-02-11,2021-09-26,308506.25,PLN,zakończona,Inga Roczniak
962,UM/2023/00962,1870,2023-11-15,2023-11-15,2026-12-09,155892.91,PLN,aktywna,Hubert Skała
963,UM/2023/00963,1548,2023-11-20,2023-12-09,2025-08-27,250260.07,PLN,zakończona,Ewa Juras
964,UM/2021/00964,193,2021-10-16,2021-10-25,2025-02-13,344632.22,PLN,zakończona,Malwina Jażdżyk
965,UM/2026/00965,1597,2026-03-30,2026-04-06,2026-07-18,254101.82,PLN,aktywna,Andrzej Tarach
966,UM/2024/00966,130,2024-05-12,2024-05-21,2026-09-18,52003.14,PLN,aktywna,Mateusz Lalak
967,UM/2025/00967,1353,2025-11-01,2025-11-01,2028-09-07,429603.09,PLN,w przygotowaniu,pani Elżbieta Sztuczka
968,UM/2025/00968,114,2025-02-01,2025-02-21,2026-04-20,307657.52,PLN,aktywna,Damian Dybiec
969,UM/2023/00969,451,2023-06-03,2023-06-08,2024-08-28,383210.7,PLN,aktywna,Monika Potok
970,UM/2024/00970,715,2024-08-27,2024-09-14,2025-01-07,408691.02,PLN,w przygotowaniu,Adrianna Kubanek
971,UM/2023/00971,1566,2023-02-15,2023-02-19,2024-11-13,449116.35,PLN,zakończona,Antoni Biegała
972,UM/2022/00972,393,2022-11-24,2022-12-03,2024-12-25,256235.97,PLN,zakończona,Konrad Ładniak
973,UM/2024/00973,376,2024-11-02,2024-11-12,2027-10-03,335515.29,PLN,aktywna,pan Maks Drobik
974,UM/2025/00974,1347,2025-04-23,2025-05-01,2028-12-04,185481.76,PLN,w przygotowaniu,pan Szymon Brojek
975,UM/2024/00975,1283,2024-11-22,2024-11-29,2026-07-04,448885.52,PLN,aktywna,pan Krzysztof Drabczyk
976,UM/2023/00976,1202,2023-05-14,2023-06-01,2026-06-19,304943.57,PLN,w przygotowaniu,Adrianna Cierpka
977,UM/2025/00977,273,2025-05-07,2025-05-20,2029-01-26,295604.45,PLN,aktywna,pani Julianna Rusiniak
978,UM/2023/00978,1392,2023-07-02,2023-07-06,2027-05-17,67601.73,PLN,w przygotowaniu,Michał Gębura
979,UM/2024/00979,1318,2024-03-16,2024-03-18,2028-02-11,65745.01,PLN,aktywna,Piotr Morawiak
980,UM/2024/00980,270,2024-09-18,2024-10-05,2025-04-03,45817.54,PLN,w przygotowaniu,pani Ewa Wesoła
981,UM/2023/00981,1874,2023-03-26,2023-04-02,2026-09-20,383307.1,PLN,aktywna,pan Julian Mostek
982,UM/2022/00982,1734,2021-12-25,2022-01-01,,105765.19,PLN,aktywna,pan Tymoteusz Klimko
983,UM/2024/00983,395,2024-09-20,2024-09-21,2028-01-05,157939.91,PLN,aktywna,Kornelia Duszczyk
984,UM/2023/00984,1596,2023-01-31,2023-02-20,2025-03-10,424950.52,PLN,w przygotowaniu,Wiktor Szulim
985,UM/2025/00985,1103,2025-03-23,2025-03-24,2028-01-04,14971.31,PLN,w przygotowaniu,Tola Latoszek
986,UM/2023/00986,2011,2023-07-23,2023-08-03,2027-04-17,388494.63,PLN,aktywna,pan Albert Gałach
987,UM/2023/00987,1465,2022-12-22,2023-01-10,2024-11-25,367964.92,PLN,aktywna,Elżbieta Szulist
988,UM/2022/00988,1228,2022-01-16,2022-01-21,2022-05-24,9331.08,PLN,w przygotowaniu,pani Adrianna Zwara
989,UM/2023/00989,2105,2023-03-12,2023-03-17,2023-12-15,273126.35,PLN,zakończona,Bianka Dziewit
990,UM/2023/00990,148,2023-04-26,2023-05-10,2025-02-13,274047.7,PLN,aktywna,Fryderyk Skolik
991,UM/2023/00991,143,2023-05-07,2023-05-18,2025-06-19,156105.31,PLN,zakończona,Leon Kyc
992,UM/2026/00992,198,2026-06-25,2026-07-13,2027-06-15,103325.79,PLN,zakończona,pan Robert Szkoda
993,UM/2026/00993,1909,2026-03-28,2026-03-28,2028-12-28,491170.06,PLN,zakończona,pan Sebastian Jagieło
994,UM/2026/00994,1553,2026-03-15,2026-03-15,2029-09-11,493487.66,PLN,w przygotowaniu,Maks Rajtar
995,UM/2023/00995,1736,2023-10-06,2023-10-24,2024-07-29,138521.75,PLN,aktywna,Maksymilian Zastawny
996,UM/2025/00996,412,2025-10-22,2025-10-27,2028-02-11,408755.73,PLN,zakończona,pani Kalina Grześków
997,UM/2025/00997,840,2025-12-11,2025-12-23,2029-05-05,424068.42,PLN,zakończona,Marianna Delikat
998,UM/2025/00998,1493,2025-11-12,2025-11-29,2028-03-05,484731.19,PLN,zakończona,Maksymilian Drwięga
999,UM/2024/00999,1677,2024-02-08,2024-02-26,2024-09-29,310071.45,PLN,aktywna,Alex Chodak
1000,UM/2026/01000,1704,2026-06-22,2026-07-11,2027-07-15,419563.49,PLN,aktywna,Roksana Słonka
1001,UM/2026/01001,1592,2026-02-09,2026-02-27,2028-07-03,336737.27,PLN,zakończona,Mieszko Słupek
1002,UM/2024/01002,1782,2024-11-28,2024-11-28,2025-04-25,425609.19,PLN,w przygotowaniu,pan Witold Majos
1003,UM/2022/01003,1740,2022-07-19,2022-07-22,2025-08-03,10699.1,PLN,aktywna,pani Anita Dułak
1004,UM/2025/01004,1451,2025-07-17,2025-07-19,2027-01-21,329352.77,PLN,aktywna,Sylwia Podpora
1005,UM/2025/01005,1497,2025-01-02,2025-01-20,2026-10-02,354526.75,PLN,zakończona,Konrad Derek
1006,UM/2024/01006,1370,2024-10-15,2024-10-30,2025-09-09,103541.93,PLN,zakończona,pani Ada Jonik
1007,UM/2024/01007,798,2024-11-17,2024-12-04,2026-08-21,173698.34,PLN,w przygotowaniu,Urszula Stochmal
1008,UM/2025/01008,821,2025-03-30,2025-04-05,2027-11-17,238851.2,PLN,w przygotowaniu,Marek Oleksa
1009,UM/2026/01009,1101,2026-05-14,2026-06-01,2029-07-13,346662.04,PLN,aktywna,Arkadiusz Ciesielka
1010,UM/2025/01010,1940,2025-08-14,2025-08-30,2028-12-09,249508.14,PLN,aktywna,pani Inga Panasewicz
1011,UM/2022/01011,2113,2022-03-09,2022-03-11,2025-08-01,315310.62,PLN,w przygotowaniu,Bianka Aleksander
1012,UM/2025/01012,492,2025-05-26,2025-06-02,2026-02-26,117590.99,PLN,zakończona,pani Aurelia Siwa
1013,UM/2024/01013,655,2024-12-17,2024-12-23,2027-01-19,101816.34,PLN,zakończona,Leonard Sypuła
1014,UM/2022/01014,1129,2022-11-14,2022-11-16,2024-01-20,315119.96,PLN,zakończona,pani Urszula Hyjek
1015,UM/2021/01015,1906,2021-08-14,2021-08-17,,73131.18,PLN,w przygotowaniu,Filip Klepka
1016,UM/2024/01016,1705,2024-04-04,2024-04-11,2027-11-24,123596.98,PLN,w przygotowaniu,pani Malwina Pałgan
1017,UM/2024/01017,168,2024-03-26,2024-04-11,2027-12-24,362602.84,PLN,aktywna,Elżbieta Stroka
1018,UM/2025/01018,708,2025-05-04,2025-05-05,2026-07-21,415438.0,PLN,aktywna,Maks Chwała
1019,UM/2022/01019,1251,2022-07-19,2022-07-28,2023-02-13,260010.56,PLN,w przygotowaniu,Szymon Wittbrodt
1020,UM/2026/01020,1303,2026-02-11,2026-02-14,2027-09-16,302258.43,PLN,w przygotowaniu,Sonia Franik
1021,UM/2025/01021,402,2025-11-15,2025-11-28,2029-04-21,440472.99,PLN,w przygotowaniu,pani Melania Ragan
1022,UM/2023/01022,457,2023-07-15,2023-07-16,2026-06-14,400806.22,PLN,aktywna,Olaf Rezmer
1023,UM/2025/01023,70,2025-04-22,2025-04-22,2027-06-18,351948.1,PLN,w przygotowaniu,pani Lidia Daniec
1024,UM/2023/00001,1207,2022-08-03,2022-08-08,2025-09-17,67422.47,PLN,aktywna,Iwo Bobak
1025,UM/2024/01025,510,2024-04-22,2024-05-09,2024-11-04,400558.19,PLN,w przygotowaniu,pan Witold Krokosz
1026,UM/2026/01026,392,2026-03-10,2026-03-17,2027-09-15,247717.74,PLN,w przygotowaniu,Julian Słoń
1027,UM/2023/01027,1055,2023-02-06,2023-02-07,2024-07-10,112858.38,PLN,aktywna,Łukasz Getka
1028,UM/2026/01028,1938,2026-03-20,2026-04-07,2028-06-04,86112.75,PLN,w przygotowaniu,pan Michał Such
1029,UM/2026/01029,373,2026-01-15,2026-01-30,2029-11-28,112392.31,PLN,aktywna,Tymoteusz Kieszek
1030,UM/2023/01030,472,2023-06-27,2023-07-04,2026-09-02,204844.39,PLN,aktywna,Sebastian Wiciak
1031,UM/2025/01031,193,2025-10-24,2025-10-26,2026-12-22,314457.16,PLN,zakończona,Monika Pakosz
1032,UM/2026/01032,1993,2026-04-23,2026-05-12,2027-06-25,209809.57,PLN,zakończona,Maks Siewert
1033,UM/2023/01033,720,2023-03-02,2023-03-04,2025-09-06,47114.36,PLN,zakończona,Sara Pędrak
1034,UM/2021/01034,220,2021-07-27,2021-08-09,2025-05-28,82900.21,PLN,w przygotowaniu,pani Gaja Engler
1035,UM/2022/01035,544,2022-04-21,2022-04-29,2023-03-01,5918.98,PLN,w przygotowaniu,Miłosz Krzyszczak
1036,UM/2023/01036,1166,2023-08-15,2023-09-04,2026-05-07,318431.81,PLN,w przygotowaniu,pani Aniela Siciarz
1037,UM/2023/00001,1593,2026-02-16,2026-02-20,2027-07-31,414237.1,PLN,aktywna,pan Piotr Malcher
1038,UM/2022/01038,1363,2022-03-17,2022-03-18,2023-10-31,316860.09,PLN,aktywna,Gabriel Kamieniarz
1039,UM/2022/01039,1110,2022-02-14,2022-02-22,2023-09-26,462083.86,PLN,zakończona,Kacper Szott
1040,UM/2024/01040,1337,2024-08-05,2024-08-05,2028-02-03,295360.42,PLN,w przygotowaniu,Miłosz Karłowicz
1041,UM/2022/01041,1169,2021-12-23,2022-01-08,2025-03-21,470308.7,PLN,w przygotowaniu,Kornelia Sudnik
1042,UM/2022/01042,1113,2022-12-12,2022-12-30,2025-03-28,139724.82,PLN,w przygotowaniu,pani Melania Borzych
1043,UM/2024/01043,1441,2023-12-30,2024-01-08,2025-01-20,233631.17,PLN,aktywna,Szymon Dubel
1044,UM/2025/01044,1184,2025-03-18,2025-04-02,2025-10-21,126102.45,PLN,zakończona,Apolonia Kara
1045,UM/2022/01045,1835,2022-03-26,2022-04-06,2023-02-10,206550.99,PLN,w przygotowaniu,Andrzej Mysior
1046,UM/2023/00001,8,2022-12-23,2022-12-31,2022-06-16,406841.14,PLN,zakończona,Radosław Matyjaszek
1047,UM/2022/01047,2229,2022-02-06,2022-02-14,2023-12-16,153275.6,PLN,w przygotowaniu,pani Melania Grądziel
1048,UM/2026/01048,2461,2026-01-09,2026-01-18,2028-04-30,258888.92,PLN ,zakończona,Adrian Miszkiewicz
1049,UM/2025/01049,656,2025-09-03,2025-09-13,2027-09-24,68180.63,PLN,w przygotowaniu,Emil Kłysz
1050,UM/2025/01050,1614,2025-10-09,2025-10-18,2028-11-27,190074.42,PLN,aktywna,Szymon Gronkiewicz
1051,UM/2026/01051,940,2026-07-09,2026-07-09,,125751.12,PLN,aktywna,Adrianna Bulanda
1052,UM/2024/01052,1204,2024-03-19,2024-03-23,2027-08-07,39143.95,PLN,w przygotowaniu,Eliza Owczarczak
1053,UM/2022/01053,1790,2022-01-20,2022-02-08,2023-08-10,309109.61,PLN,zakończona,Wiktor Golak
1054,UM/2023/01054,897,2023-05-31,2023-06-19,2025-03-03,108113.1,PLN,zakończona,pan Kazimierz Droś
1055,UM/2024/01055,1808,2024-04-05,2024-04-08,2024-02-22,499319.87,PLN,zakończona,Daniel Banek
1056,UM/2026/01056,669,2026-03-22,2026-03-30,2027-05-04,58677.22,PLN,zakończona,Ryszard Sykała
1057,UM/2025/01057,834,2025-10-15,2025-10-31,2025-04-15,339022.52,PLN,zakończona,pan Paweł Kopała
1058,UM/2025/01058,763,2025-10-11,2025-10-20,2026-08-06,237928.58,PLN,aktywna,Michał Beśka
1059,UM/2022/01059,599,2022-11-04,2022-11-05,2025-08-23,222829.15,PLN ,aktywna,Fabian Leszczak
1060,UM/2024/01060,1416,2024-11-25,2024-12-01,2027-11-15,411726.64,PLN,aktywna,pan Dominik Gadzina
1061,UM/2025/01061,1760,2025-04-27,2025-05-04,2025-11-16,81436.28,PLN,w przygotowaniu,Norbert Raczkiewicz
1062,UM/2024/01062,2006,2024-11-27,2024-12-11,2028-04-24,105658.85,PLN,zakończona,Paweł Andrzejuk
1063,UM/2022/01063,3,2022-05-29,2022-06-14,2023-03-29,171394.1,PLN,w przygotowaniu,Olgierd Ciepłuch
1064,UM/2022/01064,1885,2022-08-03,2022-08-14,,178832.56,PLN,w przygotowaniu,Michał Kozar
1065,UM/2025/01065,1701,2025-12-10,2025-12-17,2027-03-19,80399.46,PLN,aktywna,Jakub Szelest
1066,UM/2024/01066,1152,2024-06-26,2024-07-07,2028-02-23,439630.86,PLN,w przygotowaniu,Aleks Suszko
1067,UM/2021/01067,1420,2021-11-08,2021-11-24,2025-04-07,282396.84,PLN,w przygotowaniu,Marcel Nowotnik
1068,UM/2024/01068,383,2024-10-03,2024-10-19,2027-12-09,62110.65,PLN,aktywna,pani Lidia Skup
1069,UM/2026/01069,1108,2026-01-09,2026-01-14,2029-08-28,281119.53,PLN,zakończona,pan Krzysztof Laszuk
